id,prenom,nom,genre,orientation,age,email,username,password,ville,pays,hobby1,hobby2,hobby3,taille,poids
352,René,Gaillard,Homme,Hétérosexuel.le,54,rené.gaillard.8523.4397@free.fr,RenéGaillard37475631,83ba922e3c7aac7dfa463ef782d8b4d5de255839532a213bd0d01348f0d51d22,Nice,France,cinéma,animaux,jeux vidéo,181.0,94.6
353,Marcelle,Raynaud,Femme,Hétérosexuel.le,30,marcelle.raynaud.3670.6134@ifrance.com,MarcelleRaynaud22511780,3f0470dc78d37f9c987da1845fc6a32bc395ae79917ae00a7e9faf56271529b4,Montpellier,France,soirées,,,177.7,58.4
354,Hélène,Germain,Femme,Homosexuel.le,29,hélène.germain.7791.2661@ifrance.com,HélèneGermain20731851,974fb0ea64743a3186bb27e4208f5f960d68e402ef77b40af2038f27b896fa4f,Nice,France,jeux vidéo,sport,,163.1,75.1
355,Monique,Dupuis,Femme,Autre,37,monique.dupuis.4948.8415@voila.fr,MoniqueDupuis41637420,cac4bd8edb7717c99177474158063ed61081b8433a949cd807a6f97d02db669e,Paris,France,animaux,,,168.9,45.1
356,François,Leconte,Homme,Hétérosexuel.le,55,françois.leconte.2524.5036@noos.fr,FrançoisLeconte12710864,600215ecdec8175e1efe68a2bd8bb1ec8e3cd2fc1fdd860ebe5293f07475ec70,Lille,France,yoga,,,192.6,89.4
357,Vincent,Lombard,Homme,Hétérosexuel.le,56,vincent.lombard.3608.8690@sfr.fr,VincentLombard31353520,336abbdd04e4fca785d6be3f48880b0be0bf259b95c8fcb418761fe331b55af5,Toulouse,France,animaux,,,167.7,67.8
358,Iris,Chacón,Femme,Hétérosexuel.le,18,iris.chacón.6880.4337@hotmail.com,IrisChacón29838560,685fdd56555ef9ead166b36dfe24a79504563ac326a5bc1ba4d5bd4fafab6b7c,Saragosse,Espagne,sport,soirées,voyage,180.1,55.7
359,Zacharie,Dupont,Homme,Autre,58,zacharie.dupont.946.9260@bouygtel.fr,ZacharieDupont8759960,41acb620c8b12c0b4d8fe5301ea989018a7d0773deb29c67588525c255a4c0bd,Nantes,France,animaux,,,169.8,107.6
360,Gilbert,Roy,Homme,Homosexuel.le,36,gilbert.roy.332.9562@free.fr,GilbertRoy3174584,fee11c11123b03b72e8b9333a54fb7abfc6a832bdba6c43865189dba8c085698,Strasbourg,France,musique,soirées,,196.5,96.0
361,Louis,Nicolas,Homme,Hétérosexuel.le,37,louis.nicolas.8402.8046@sfr.fr,LouisNicolas67602492,24d10c89a80abf8f522f73bb15dce060bdca4ed1f42b03931bee4bbff7a8cb65,Lille,France,randonnée,cuisine,dessin,188.9,78.9
362,Michèle,Lenoir,Femme,Hétérosexuel.le,60,michèle.lenoir.2433.1171@sfr.fr,MichèleLenoir2849043,fae1d43fa3760b183764aa577fd1254097d85d79ada3c1986337c979e96ebfc7,Paris,France,cinéma,lecture,,156.1,60.2
363,Frédérique,Normand,Femme,Hétérosexuel.le,19,frédérique.normand.310.4166@wanadoo.fr,FrédériqueNormand1291460,dabac21c0ef8c4a410daad1df7083faa13d8eb496a657e1cf6013bec61b0accd,Lille,France,randonnée,,,180.2,49.4
364,Aurore,Guérin,Femme,Hétérosexuel.le,32,aurore.guérin.7935.1784@noos.fr,AuroreGuérin14156040,96a32d45b597089b5f59a5bf48507f37aa52e76e8fbc8973eb35e7970b7c5cdd,Montpellier,France,jeux vidéo,jeu de société,,157.9,58.7
365,Zoé,Perez,Femme,Hétérosexuel.le,27,zoé.perez.2063.5982@dbmail.com,ZoéPerez12340866,d7c7dc8c440ba3962286934aca5427dac2ceafb4bb163982f336d9d4e3c7c193,Nantes,France,théâtre,cuisine,,172.7,81.6
366,Antoine,Blouin,Homme,Autre,25,antoine.blouin.2740.7412@gmail.com,AntoineBlouin20308880,e7f77dc7fa0ce98e22e6d3a7158961361e926a276fd1eccedbf0e8c55a65abdf,Victoria,Canada,musique,jeux vidéo,,190.4,88.0
367,Gabriel,Delaunay,Homme,Homosexuel.le,65,gabriel.delaunay.8524.3087@tele2.fr,GabrielDelaunay26313588,71a9b56c0f4f19c865cf68f66b8f3189ad9ab4c2b2248f6e7ec66874d603c048,Nice,France,sport,jeu de société,,182.8,91.7
368,Nathalie,Leroy,Femme,Hétérosexuel.le,32,nathalie.leroy.2672.4907@laposte.net,NathalieLeroy13111504,db136bf7f8a35dd61c6bd5d6b11d3d5c5689367129407d2dcfb52da32ae843d9,Bordeaux,France,danse,lecture,,170.6,47.8
369,Georges,Robin,Homme,Autre,20,georges.robin.4121.7522@ifrance.com,GeorgesRobin30998162,11ff6397b562634e63758921fcdeae6602efb7b522030d6e6804a80334073781,Strasbourg,France,sport,,,186.1,91.5
370,Vincent,Ollivier,Homme,Hétérosexuel.le,46,vincent.ollivier.868.6851@yahoo.fr,VincentOllivier5946668,1ce001e36343639dfa4209f0cf48359ca954099a02a5b800608ffb9b038e781a,Marseille,France,cinéma,randonnée,,176.5,63.2
371,Antoine,Perrot,Homme,Hétérosexuel.le,39,antoine.perrot.2593.428@tele2.fr,AntoinePerrot1109804,9dc7e46a0055493f275057f58fe00ac149e4412adb96beba43f183225c83f39c,Bordeaux,France,danse,yoga,,199.7,79.7
372,Victoire,Renaud,Femme,Hétérosexuel.le,63,victoire.renaud.6581.8485@gmail.com,VictoireRenaud55839785,c2028c1a29415addb4de11c20fab96a853b3e40a582b85bc746406efb7d7af5f,Bordeaux,France,jeu de société,,,158.0,58.2
373,Jacques,Valentin,Homme,Hétérosexuel.le,44,jacques.valentin.7778.1097@bouygtel.fr,JacquesValentin8532466,cc70a298a3ebecfacdcca8fa1f2d90d170dcf468ec5d1b79bd6732b2347e0972,Nantes,France,musique,,,192.5,71.3
374,Franck,Marty,Homme,Hétérosexuel.le,28,franck.marty.2718.2808@dbmail.com,FranckMarty7632144,73fca8a51e698435a5bfbc4561a927a12af00b03765ab96732bdfb03bcfca3bc,Bordeaux,France,danse,cuisine,lecture,196.1,105.0
375,Aimé,Fernandez,Homme,Hétérosexuel.le,37,aimé.fernandez.9961.500@live.com,AiméFernandez4980500,a7898a221f41efb476ad13255bf6b1411735100bcc2eabeffae6b04d93a57b33,Lille,France,voyage,cuisine,jeux vidéo,192.9,64.4
376,Michèle,Pascal,Femme,Autre,63,michèle.pascal.5097.5569@hotmail.fr,MichèlePascal28385193,068ab8f3ab687ad7ff356d14723904297dcde94c9bbeb77796750352d9cf7e37,Bordeaux,France,animaux,jeu de société,jeux vidéo,151.7,74.2
377,Luc,Guillou,Homme,Hétérosexuel.le,19,luc.guillou.5374.5841@live.com,LucGuillou31389534,4e11f4e9b94e7eb6a7e629e5a862b5ed436e82386a562c556ac71fd8b5c0ce68,Montpellier,France,cuisine,animaux,photographie,175.1,60.4
378,Marcelle,Sanchez,Non-binaire,Hétérosexuel.le,45,marcelle.sanchez.7129.2412@voila.fr,MarcelleSanchez17195148,fb94b0ae6239ecbfb1ee7b6d0cceaea898b2f1a3d283a56542c838c88c902af2,Paris,France,cinéma,randonnée,jeu de société,171.8,88.7
379,Alexandre,Gautier,Homme,Hétérosexuel.le,24,alexandre.gautier.6243.4915@live.com,AlexandreGautier30684345,cb259a1a13e67063d080c00e8a119944d64a8f8389ab5842ff44402bfc023a6d,Toulouse,France,voyage,,,166.0,86.0
380,Paulette,Seguin,Femme,Hétérosexuel.le,61,paulette.seguin.3160.4115@sfr.fr,PauletteSeguin13003400,81e517540a5a5c041a0f3d10323f3545e0aa482306bbcc46ea863505ac2f2a38,Nice,France,cinéma,,,184.0,85.8
381,Marc,Georges,Autre,Hétérosexuel.le,33,marc.georges.1394.2487@ifrance.com,MarcGeorges3466878,21c7e1b59f15d86ea8fff5178d5e8e6b0f34cdae00c221ffd9e6b6d9ff945fc6,Lille,France,sport,danse,jeux vidéo,187.2,91.5
382,Charles,Verdier,Homme,Hétérosexuel.le,44,charles.verdier.5787.7654@free.fr,CharlesVerdier44293698,fdc2ef057d2849c23dde814a4da3d4b883ad555d12c0164919034dc32022c611,Lyon,France,animaux,jeux vidéo,,176.0,61.1
383,Patrick,Auger,Homme,Hétérosexuel.le,60,patrick.auger.3314.4284@noos.fr,PatrickAuger14197176,333645b6c7b853e7eaf41f5a6bbccccea489a85dd2a74231aa4f75de0a131edc,Paris,France,photographie,randonnée,,172.9,99.4
384,Manon,Mace,Non-binaire,Hétérosexuel.le,21,manon.mace.4175.70@gmail.com,ManonMace292250,460aa63ae7c0ee60c594b4e9c55922fbe8da93df138cafea220c13546ad84c8d,Montpellier,France,danse,,,167.7,87.4
385,Cécile,Faivre,Femme,Homosexuel.le,26,cécile.faivre.2038.4615@free.fr,CécileFaivre9405370,b0dd1b912c6925895ef44b46c920df005b9efa3e16f55f62cc5abcbf90247b04,Marseille,France,cinéma,danse,théâtre,151.1,46.4
386,Dominique,Bernard,Femme,Hétérosexuel.le,31,dominique.bernard.6810.2866@wanadoo.fr,DominiqueBernard19517460,fb4e7c7dbf38aeba111dc6095374dd42d610bef2b141a751f11fe1432998ef81,Marseille,France,photographie,,,155.1,89.9
387,Jacqueline,Ferrand,Femme,Homosexuel.le,37,jacqueline.ferrand.2461.9772@gmail.com,JacquelineFerrand24048892,351fdd2a129607fd602a8dfd355d4ff4b2f605693d2cb731d7552cbabdaf999d,Montpellier,France,cuisine,,,156.7,79.6
388,Luc,Goncalves,Non-binaire,Hétérosexuel.le,60,luc.goncalves.9106.8492@noos.fr,LucGoncalves77328152,52284513c08840c66fb4d2b6728be6f0b5ac23b15a387c02ad39c0d8c94c08ef,Nice,France,jeu de société,,,180.8,73.0
389,Danielle,Chevallier,Femme,Homosexuel.le,33,danielle.chevallier.7155.7151@laposte.net,DanielleChevallier51165405,2ae3c398c9ae0eac5915746b2a4939a56bcb68eb9c8fe6a8c34da0fe382ba285,Bordeaux,France,musique,dessin,jeux vidéo,182.5,48.6
390,Aurélie,Couturier,Femme,Hétérosexuel.le,50,aurélie.couturier.6717.7146@ifrance.com,AurélieCouturier47999682,0be155a1826388cac1d1d42b781c266de11044a7d8b09dd738ee08083c8642bd,Marseille,France,soirées,,,159.0,58.1
391,Rosa-Maria,Heinrich,Femme,Hétérosexuel.le,49,rosa-maria.heinrich.2929.4164@web.de,Rosa-MariaHeinrich12196356,57e4f1a26c86f6fa0ca4f35b97f71d72eb093017a593e031c5aebdb0a523e37d,Nuremberg,Allemagne,cinéma,,,181.1,49.4
392,Isabelle,Couturier,Femme,Homosexuel.le,44,isabelle.couturier.2633.3589@orange.fr,IsabelleCouturier9449837,3a6e300c30fe2f1ff861400d26e6567b694650322af383e00827f85997f08d81,Bordeaux,France,danse,,,182.7,81.1
393,Françoise,Lenoir,Femme,Hétérosexuel.le,53,françoise.lenoir.1830.619@gmail.com,FrançoiseLenoir1132770,357836d4ba5cb694000578a37efc2c8d63ebe0ef20105a52d6d750836fc773f9,Lyon,France,théâtre,jeux vidéo,yoga,154.6,62.9
394,Xavier,Vaillant,Homme,Autre,35,xavier.vaillant.7542.7825@bouygtel.fr,XavierVaillant59016150,3edf0f52a257366cdce5caca748d4c48b0ade6edf09110d1c7c410d058b3c335,Toulouse,France,voyage,randonnée,,184.2,108.2
395,Théodore,Legendre,Homme,Hétérosexuel.le,60,théodore.legendre.1336.6649@noos.fr,ThéodoreLegendre8883064,5a94bbe9b42ceaff5c2d58dc94504b29f4d3b58367ad69f59c179db0ded77efc,Paris,France,yoga,,,180.6,70.2
396,Roland,Duval,Homme,Hétérosexuel.le,50,roland.duval.8345.2676@free.fr,RolandDuval22331220,f7a5f63871caea920e9a6ed9b9a62f1fd7657531b6c77b9a73882fe0871de1f4,Lyon,France,dessin,cuisine,,174.8,76.1
397,Antoinette,Diallo,Femme,Hétérosexuel.le,53,antoinette.diallo.3683.5736@sfr.fr,AntoinetteDiallo21125688,f88a27cf8f96a1566fffc5c7bf908be4c6dbfbb416dd3d1c30e8bfe85b661875,Toulouse,France,yoga,jeux vidéo,théâtre,165.7,54.4
398,Alex,Dubois,Femme,Autre,19,alex.dubois.8201.2279@sfr.fr,AlexDubois18690079,2b83c813041b50aab022d1bc1b0afe6e936a0aeddfb5da8f911be401ef24b3e0,Nantes,France,jeux vidéo,jeu de société,,167.6,74.1
399,Laetitia,Buisson,Femme,Homosexuel.le,61,laetitia.buisson.2978.4861@voila.fr,LaetitiaBuisson14476058,f05b86a2062713fc29f7fec7d9ff58d7e4f3140b69d1499ba5bb6d181d93a111,Toulouse,France,yoga,,,154.8,65.3
400,Véronique,Besson,Femme,Hétérosexuel.le,51,véronique.besson.1033.2603@live.com,VéroniqueBesson2688899,afc52024420fdcb7973d4bb19d7ece5d7909656b21c9ecd024037e621d040bce,Nantes,France,théâtre,,,152.1,84.4
401,Benjamin,Nguyen,Homme,Autre,28,benjamin.nguyen.6688.7993@free.fr,BenjaminNguyen53457184,ee343d6caf3f2c73b23dae9ba7a5f65ba4d538e069808e4376eb2271168fccd3,Marseille,France,danse,jeux vidéo,,199.2,79.0
402,Charlotte,Roger,Femme,Hétérosexuel.le,25,charlotte.roger.7046.4563@dbmail.com,CharlotteRoger32150898,a3e26d1d6810ee15bdf874846db6b12db097406ea8a9bbadbc1ee7c22aa3e603,Strasbourg,France,jeux vidéo,musique,,154.1,54.8
403,Lucy,Olivier,Femme,Hétérosexuel.le,25,lucy.olivier.8396.1379@wanadoo.fr,LucyOlivier11578084,fe88543904ae68e67314a9486f682bf515ae41e1ab8eb2e182ffc279edfcfd16,Montpellier,France,sport,,,160.8,47.9
404,Michel,Bonnet,Autre,Hétérosexuel.le,19,michel.bonnet.2335.6366@wanadoo.fr,MichelBonnet14864610,90753f6c66ad3a9b8bddaf396e883f452b8379d82a39625fe8e91fba150de544,Nice,France,animaux,,,173.3,77.2
405,Mathilde,Teixeira,Femme,Hétérosexuel.le,19,mathilde.teixeira.4335.8979@orange.fr,MathildeTeixeira38923965,a3ffbbc148aeccd5b99d6b2c5eb148ddbfb010016e3393d71fecd76209015600,Montpellier,France,voyage,danse,photographie,180.7,84.3
406,Dominique,Fabre,Femme,Homosexuel.le,39,dominique.fabre.2063.3984@yahoo.fr,DominiqueFabre8218992,01236b39051338ac962a10b80bc724231a0d73345aa1eb956eec23858c0fd782,Marseille,France,animaux,,,155.8,88.3
407,Victor,Barre,Homme,Hétérosexuel.le,21,victor.barre.7323.7184@bouygtel.fr,VictorBarre52608432,7778cc8c70a5d498e69b0d61e5c3f12fce0f44d46190b9dc06fe0b8b8a035daf,Paris,France,photographie,randonnée,yoga,169.1,82.4
408,Alphonse,Bruneau,Homme,Hétérosexuel.le,36,alphonse.bruneau.8805.5764@dbmail.com,AlphonseBruneau50752020,674254850f2dd68f6251142d70c12925ecfa9f1afda6eebba4ab44cbbf0d7e82,Marseille,France,jeu de société,photographie,sport,195.1,75.3
409,Grégoire,Barbier,Homme,Hétérosexuel.le,31,grégoire.barbier.1587.2715@gmail.com,GrégoireBarbier4308705,1edff846781cdd03874fa32cc8403f1442dd511fffab7fddf57e3c7444d20a25,Lille,France,musique,,,199.9,87.1
410,Donna,Anderson,Femme,Homosexuel.le,54,donna.anderson.6000.4408@yahoo.com,DonnaAnderson26448000,b8a03b84278a12e12ce574f885fa3aa80dbed7e422d0395c10807f14ec13e2cb,Seattle,États-Unis,soirées,cuisine,musique,156.1,73.2
411,Monique,Adam,Femme,Hétérosexuel.le,63,monique.adam.773.1259@bouygtel.fr,MoniqueAdam973207,1b3e9efce7c4635c26b5c1536dcfdc07fc6a12a240b51181a3c711799d27a23b,Nice,France,soirées,,,154.6,62.9
412,Gilbert,Blot,Homme,Hétérosexuel.le,33,gilbert.blot.5066.9433@tiscali.fr,GilbertBlot47787578,726ee31157b1f713e4c3a093bae55c86b04899cbf6a8648a4979a432d482acd4,Lille,France,soirées,théâtre,,167.4,73.5
413,Annalisa,Versace,Femme,Hétérosexuel.le,59,annalisa.versace.4272.7122@gmail.com,AnnalisaVersace30425184,7e75cabcb122e15506ad563e9aa94c128aacfd785fbce9dd396326210df916f6,Venise,Italie,cinéma,sport,,182.8,62.4
414,Mathilde,Jourdan,Femme,Autre,64,mathilde.jourdan.3547.373@laposte.net,MathildeJourdan1323031,2f1335f01ffc985f5db72d8c4ff28a6be4447177f4aea71143a691a485c89836,Nantes,France,cinéma,sport,animaux,150.3,48.2
415,Holger,Hiller,Homme,Hétérosexuel.le,24,holger.hiller.8693.109@googlemail.com,HolgerHiller947537,8da12bb7bac19281d74e328155fc1b28d434fdd974d5fb906557382a048005a6,Hambourg,Allemagne,photographie,,,186.3,95.4
416,Agathe,Dupré,Femme,Hétérosexuel.le,18,agathe.dupré.2718.7563@hotmail.fr,AgatheDupré20556234,18c08975b83a548f6da1cb769721d4fe96699c681e18c43eb8858729fec2d98b,Nice,France,danse,,,178.2,72.2
417,Benoît,Gomez,Homme,Hétérosexuel.le,56,benoît.gomez.1521.2013@dbmail.com,BenoîtGomez3061773,dcee6dab60e7c444cb5d312101bb539f3f5e489719d99e20b22ba8950e203c57,Lille,France,randonnée,,,180.6,94.4
418,Victor,Fontaine,Homme,Hétérosexuel.le,24,victor.fontaine.69.8739@dbmail.com,VictorFontaine602991,7b8ba04f61241888d83ea386f349dd26f95a2693c69f632a2029ba6a995868a0,Nantes,France,danse,cinéma,,197.2,100.3
419,Étienne,Morin,Homme,Hétérosexuel.le,39,étienne.morin.9693.9511@tele2.fr,ÉtienneMorin92190123,43ecfb2c5d30124aaaaaee50002153b6c88e90d7568e1452cf37d2336cc60692,Strasbourg,France,dessin,lecture,,171.0,73.7
420,Élise,Poirier,Femme,Hétérosexuel.le,65,élise.poirier.6598.1534@ifrance.com,ÉlisePoirier10121332,2789c659c35dcd37e397aeb4da70c80e0f073e088735794b342a2258f3bc23c3,Lille,France,théâtre,jeu de société,danse,176.8,82.3
421,Zoé,Lombard,Femme,Hétérosexuel.le,64,zoé.lombard.2502.5169@sfr.fr,ZoéLombard12932838,dcc9f931be290e4db15c5ad9f46368e72fc1e9f5a946b7d89ba1102097a87d73,Bordeaux,France,danse,animaux,,156.9,79.7
422,Gilbert,Olivier,Homme,Hétérosexuel.le,37,gilbert.olivier.9371.4093@bouygtel.fr,GilbertOlivier38355503,48bb2a01241564654b15eac040331f9d6c70cb15aa80b4cda29f4b6ef34926fc,Nice,France,jeux vidéo,,,188.4,81.6
423,Keith,Jones,Homme,Homosexuel.le,23,keith.jones.531.5406@hotmail.com,KeithJones2870586,62596c59a752de7e2eac9c0dc06ca74535aad7411ab41bd9d92ddcf7e8f4edb8,Boston,États-Unis,sport,,,165.8,81.7
424,Jacqueline,Buisson,Femme,Hétérosexuel.le,49,jacqueline.buisson.3957.3301@laposte.net,JacquelineBuisson13062057,0977109094f382ee2b7db5ed8276e016c557d8808810f8e88cbe55b72911c0a6,Bordeaux,France,soirées,photographie,,182.1,61.2
425,Roger,Nguyen,Homme,Hétérosexuel.le,55,roger.nguyen.8681.4297@ifrance.com,RogerNguyen37302257,338213e1f1000676c0d3970896a7a07f8505b1792ddbe42af56f2b942c60123b,Paris,France,danse,,,191.3,103.7
426,Laurence,Pascal,Femme,Hétérosexuel.le,40,laurence.pascal.2461.6907@club-internet.fr,LaurencePascal16998127,721c615270fb7728f0efc2cf7fd1887033212996858fc9c66852f9a08633a31c,Lyon,France,dessin,,,184.3,58.1
427,Martin,Godard,Homme,Hétérosexuel.le,52,martin.godard.25.3323@club-internet.fr,MartinGodard83075,cb2e371fea4ee529a28e4c2b57138a202c667f73b2ebbc81b93e876ac454c1bc,Paris,France,jeux vidéo,lecture,jeu de société,195.0,108.4
428,Alix,Pages,Femme,Autre,49,alix.pages.3859.4505@hotmail.fr,AlixPages17384795,ce5882798219aacdd8d3dc34075b37714a47b23cac832355faf4ae96d68064d4,Nice,France,soirées,,,151.2,74.3
429,Susan,Lejeune,Femme,Hétérosexuel.le,60,susan.lejeune.6627.2096@bouygtel.fr,SusanLejeune13890192,56d724f47c8df5f6c26e1f94e5a7a834779a943faf1cc4cb68a69d85a1d3097f,Nantes,France,jeu de société,jeux vidéo,voyage,183.4,45.7
430,Madeleine,Barre,Non-binaire,Hétérosexuel.le,29,madeleine.barre.5708.8216@live.com,MadeleineBarre46896928,2ffebb78b7a8445a85a99e45f48bfdc69de0e63e10a75bd5b6eb72b35a46a1e1,Nantes,France,dessin,,,164.7,87.2
431,Christine,Hoarau,Femme,Homosexuel.le,45,christine.hoarau.3893.3930@club-internet.fr,ChristineHoarau15299490,be4091d21a4c9fe5a762055c870fbef93c1d26db87cb6bb7d5eea18faa16ad4d,Marseille,France,photographie,voyage,,178.0,49.9
432,Patricia,Sauvage,Femme,Hétérosexuel.le,19,patricia.sauvage.7259.5132@bouygtel.fr,PatriciaSauvage37253188,7a95dccfa052e5810246c304dd4d43cdde996e47e78478874fe26bbb6610c88a,Marseille,France,randonnée,,,150.0,89.0
433,Grégoire,Lefort,Homme,Hétérosexuel.le,64,grégoire.lefort.6976.4299@live.com,GrégoireLefort29989824,7de6846966dece0f9cee9459aea2fa3e5e14e35b9e16ff83a721c6cf4e82828d,Montpellier,France,musique,théâtre,,183.8,69.4
434,Luce,Noël,Femme,Hétérosexuel.le,36,luce.noël.7312.6278@gmail.com,LuceNoël45904736,b95f3be5a515be2a9b82ff1b52585fd7fb014ca43c8151416f8927c234a8eb5e,Lyon,France,jeu de société,yoga,danse,178.0,47.4
435,Alexandre,Perrot,Homme,Homosexuel.le,49,alexandre.perrot.8970.8142@bouygtel.fr,AlexandrePerrot73033740,37c5c17ef37afd05811bee42d350c4dd27fb0a7978be579ae42c835cc67d0a34,Nantes,France,musique,théâtre,,187.7,90.8
436,Patrick,Lopez,Homme,Autre,22,patrick.lopez.7744.264@orange.fr,PatrickLopez2044416,3ce2aff785a80e79cf97eb54cc4dc61ef19bb5f9f6f8bcd24ddcdd8bb8d774f8,Nice,France,photographie,danse,,166.9,97.4
437,Juliette,Huet,Femme,Hétérosexuel.le,37,juliette.huet.2407.9908@free.fr,JulietteHuet23848556,7bfa084a44d6093c98168edf32f9df19306201e30a5cd7652b2c1db28e76a64c,Nice,France,soirées,cuisine,,171.9,76.6
438,Mathilde,Collin,Non-binaire,Hétérosexuel.le,36,mathilde.collin.8102.913@orange.fr,MathildeCollin7397126,e464a9292941c3ee4c218b0c3399c45f59e027aa440626fd773a277c22728757,Nice,France,cuisine,,,151.7,81.1
439,Olivie,Petit,Femme,Hétérosexuel.le,28,olivie.petit.5884.5454@noos.fr,OliviePetit32091336,6cb65dc0f14c23469f7bebbabe449bec6bed30c615f98d8c25368a62700746e4,Strasbourg,France,sport,lecture,,171.6,85.7
440,Melania,Olivares,Femme,Hétérosexuel.le,65,melania.olivares.6142.7195@gmail.com,MelaniaOlivares44191690,bd478a3841700bc047a1866a4d8757a9479cbc29911ac2dfbad71f988e841b62,Valence,Espagne,cinéma,soirées,,160.0,47.1
441,Monique,Launay,Femme,Hétérosexuel.le,25,monique.launay.9030.3218@club-internet.fr,MoniqueLaunay29058540,fe53598e0f2628324174ab6586a6c1f80950de32dff91adae9d6ada977ef811f,Paris,France,théâtre,dessin,sport,179.3,68.4
442,Jeannine,Bigot,Femme,Hétérosexuel.le,42,jeannine.bigot.2633.7495@live.com,JeannineBigot19734335,a89a02cad3286bd76059e7375de7578f98e3b5c30a84c898fec898c1cf002edf,Nantes,France,voyage,,,158.4,78.1
443,Madeleine,Coulon,Femme,Hétérosexuel.le,24,madeleine.coulon.2184.5457@voila.fr,MadeleineCoulon11918088,4cd55ef01fc151c2dcdfbc5b03f750504337ddba43fd5431fafc1160fe8131bb,Paris,France,voyage,,,166.8,55.5
444,Joseph,Charpentier,Homme,Hétérosexuel.le,36,joseph.charpentier.2368.3305@tiscali.fr,JosephCharpentier7826240,d58fbeb90669ea7d4cce16e320772c6c1c53ba8601dca020fb317a538328254c,Strasbourg,France,sport,soirées,théâtre,168.0,98.2
445,Alix,Grégoire,Femme,Hétérosexuel.le,52,alix.grégoire.3150.717@voila.fr,AlixGrégoire2258550,619fd23aa7dbd59961459c91086a581fb8869f1a66075ab019ef0967c7dadb5b,Paris,France,soirées,photographie,,158.1,84.1
446,Amélie,Letellier,Femme,Hétérosexuel.le,38,amélie.letellier.80.4506@hotmail.fr,AmélieLetellier360480,66ef4a3df2a62d16c1006a42b3e5d485b151d475f1173c013bd497688b22d86a,Marseille,France,dessin,,,174.0,56.9
447,Lorraine,Tessier,Non-binaire,Hétérosexuel.le,53,lorraine.tessier.2325.2233@gmail.com,LorraineTessier5191725,bcffde01ff177ad974fdb22560d5d218d8cf759be0ee0558f07ab21a48b7a66c,Bordeaux,France,théâtre,,,153.0,98.8
448,Dominique,Coulon,Femme,Homosexuel.le,28,dominique.coulon.3418.3098@live.com,DominiqueCoulon10588964,f843775fab140e0ceb903d310b92a79a6c1045561428316e52ea06eb2325ce4a,Nantes,France,théâtre,jeu de société,sport,171.6,79.1
449,Samantha,Cartwright,Femme,Hétérosexuel.le,50,samantha.cartwright.8932.5453@hotmail.co.uk,SamanthaCartwright48706196,543e11e1cbfd1e73eb8b818d3bf7fb794fc9cd60b59f94ead9516946617e7fe1,Cambridge,Royaume-Uni,danse,théâtre,,153.4,79.3
450,Jacques,Pruvost,Homme,Hétérosexuel.le,34,jacques.pruvost.7593.1621@tele2.fr,JacquesPruvost12308253,4a4eb82e8df7fd81b8dbdd482a1351974a6c6a119b19bd356e8d0c30469108d9,Toulouse,France,randonnée,cuisine,,184.7,77.2
451,Adrien,Coste,Non-binaire,Hétérosexuel.le,54,adrien.coste.5948.494@voila.fr,AdrienCoste2938312,a2a11d92e077c5801c329ffb54c61027d97b0a1350fc1046b0d06f4271f6fbc8,Nice,France,jeux vidéo,voyage,,158.3,74.0
452,Lucie,Picard,Femme,Hétérosexuel.le,37,lucie.picard.7323.4420@hotmail.fr,LuciePicard32367660,4063868a5feef1fda11a4f10accbbab47158399c6d42e6e417f0872bb8d926ae,Marseille,France,voyage,,,172.8,55.6
453,Pénélope,Potier,Femme,Hétérosexuel.le,32,pénélope.potier.6203.6367@club-internet.fr,PénélopePotier39494501,6988957cc6150fa0a62d1089c47b75067365c602ee0af6a0b0aecc33aceba13c,Paris,France,voyage,soirées,,162.6,84.8
454,Agathe,Sanchez,Femme,Hétérosexuel.le,31,agathe.sanchez.2172.3532@voila.fr,AgatheSanchez7671504,a5893f7eeb251c7606cfa5805e416cabba24b467f539f56c690a6d6f877f09fa,Lille,France,musique,dessin,cuisine,153.1,64.0
455,Laurence,Descamps,Femme,Hétérosexuel.le,62,laurence.descamps.7792.3496@orange.fr,LaurenceDescamps27240832,a9dfd3df09058546cdc2322f1b71abb4f3f432d2f36b985e49eb3dedc5d5b98b,Strasbourg,France,voyage,cinéma,jeux vidéo,171.5,51.2
456,Madeleine,Barre,Femme,Hétérosexuel.le,47,madeleine.barre.6823.8402@sfr.fr,MadeleineBarre57326846,69e761b20569ab083f9d1f6e12802cf8bf3720df19ee83bb2a4df92325d86d7e,Nice,France,sport,lecture,cinéma,178.8,82.1
